Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref
A0364,3404,13/09/2011,Private Developer,Haddo,Wind Onshore,,,4.60,,,,,,2.30,2,,,Operational,Operational,,,"Methlick, Ellon, Aberdeenshire",Grampian,Scotland,Scotland,AB41 7DX,381628,837639,Aberdeenshire Council,APP/2006/3637,,,,,,15/09/2006,,,,,,,24/06/2009,,,,,01/05/2010,25/05/2011,
A0368,3405,05/09/2011,Private Developer,Gairnieston Farm,Wind Onshore,,,2.30,,,,,,2.30,1,,,Operational,Operational,,,"Turriff, Aberdeenshire",Grampian,Scotland,Scotland,AB53 5RP,374750,856031,Aberdeenshire Council,APP/2007/3775,,,,,,19/09/2007,,,,,,,31/07/2009,,,,,01/05/2010,01/11/2010,
AA236,3406,10/02/2014,Airvolution Energy,Scottow Estate Wind Farm,Wind Onshore,,,3.60,,,,,,1.80,2,,,Planning Permission Refused,Application Refused,,,"Coltishall, Norfolk",Norfolk,Eastern,England,,628078,322038,North Norfolk District Council,PF/13/0033,,,,,,09/01/2013,,15/04/2013,,,,,,,,,,,,
AA287,3407,23/02/2012,Greenspan Electric Cairnmore Ltd,Cairnmore Extension,Wind Onshore,,,4.30,,,,,,0.85,5,,,Planning Permission Refused,Application Refused,,,"Rhynie, Huntly, Aberdeenshire",Grampian,Scotland,Scotland,,348337,827042,Aberdeenshire Council,APP/2011/0545,,,,,,22/02/2011,,05/01/2012,,,,,,,,,,,,
AA001,3408,21/05/2010,,"Burgar Hill (land Near), Evie",Wind Onshore,,,2.30,,,,,,2.50,1,,,Operational,Operational,,,"Evie, Orkney",Orkney Islands,Scotland,Scotland,,334300,1026200,Orkney Islands Council,07/422/PPF,,,,,,09/07/2007,,,,,,,04/12/2008,,,,,,01/11/2009,
AA546,3410,08/11/2011,Renewable Energy Ventures,Burnside Wind Cluster,Wind Onshore,,,6.90,,,,,,2.30,3,,,Revised,Revised,2788,,"Land to West of
Blackhills Farm
Cushnie
Alford",Grampian,Scotland,Scotland,,350765,807913,Aberdeenshire Council,APP/2011/0174,,,,,,07/02/2011,10/06/2011,,,,,,,,,,,,,
AA447,3411,31/08/2012,Volkswind UK Ltd,Blackburn Farm,Wind Onshore,,,21.00,,,,,,3.50,6,,,Planning Permission Refused,Application Refused,,,Grantshouse Duns Scottish Borders TD11 3LF,Borders,Scotland,Scotland,,378080,667225,Scottish Borders Council,11/01077/FUL,,,,,,01/08/2011,,06/08/2012,,,,,,,,,,,,
AA600,3413,29/03/2012,Kelda Water Services,Chelker Reservoir Repower (Resubmission),Wind Onshore,,,1.70,,,,,,0.85,2,,,Planning Permission Refused,Application Refused,,,"Chelker Reservoir, Addingham, Ilkley, West Yorkshire",North Yorkshire,Yorkshire and Humber,England,,405530,451821,Craven District Council,24/2011/12076,,,,,,07/10/2011,,13/03/2012,,,,,,,,,,,,
AA613,3414,21/05/2012,Private Developer,Upper Kinknockie Wind Farm,Wind Onshore,,,1.50,,,,,,0.75,2,,,Planning Application Withdrawn,Application Withdrawn,,,"Clola
 Peterhead
 AB42 5AX",Grampian,Scotland,Scotland,,400759,841098,Aberdeenshire Council,APP/2011/3763,,,,,,24/11/2011,18/04/2012,,,,,,,,,,,,,
AA621,3415,07/05/2015,Falkirk Tod Hill Wind Limited,Tod Hill Farm Wind Turbines,Wind Onshore,,,12.00,,,,,,3.00,4,,,Operational,Operational,,,Todhill Farm Larbert ,Falkirk,Scotland,Scotland,FK5 4SH,284064,683742,Falkirk Council,P/11/0326/FUL,PPA-240-2022,,,,,17/06/2011,,21/12/2011,19/12/2011,,,06/06/2012,06/06/2012,,,,06/06/2015,01/04/2014,22/01/2015,
B0703,3417,20/08/2020,Boralex/Infinergy,Shepherd's Rig Wind Farm,Wind Onshore,,,78.60,,,,,,4.00,30,150.00,,Planning Application Submitted,Application Submitted,,,"Shepherds Rig Windfarm 5KM E/O, Carsphairn, Castle Douglas, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG7,262319,593591,Scottish Government (S36),ECU00000735,,,,,,17/12/2018,,,,,,,,,,,,,,
B0889,3418,04/05/2016,EDF & Wind Prospect,Saddle Hill Wind Farm,Wind Onshore,,,35.00,,,,,,2.50,14,115.00,,Planning Permission Refused,Application Refused,,,Kirly,Tayside,Scotland,Scotland,,320386,755598,Angus Council,14/00947/EIAM,,,,,,24/11/2014,,06/04/2016,,,,,,,,,,,,
C0407,3419,08/04/2013,Kempstone Hill Wind Energy,Kempstone Hill Wind Turbines,Wind Onshore,,,2.40,,,,,,0.80,3,,,Planning Application Withdrawn,Application Withdrawn,,,"Site at 
Kempstone Hill 
Stonehaven
 AB39 3QB",Grampian,Scotland,Scotland,,388047,789689,Aberdeenshire Council,APP/2012/2595,,,,,,01/08/2012,21/12/2012,,,,,,,,,,,,,
C0727,3424,23/07/2013,Ventus Renewables Ltd,Ardlawhill Wood Wind Turbines,Wind Onshore,,,1.40,,,,,,0.68,2,,,Revised,Revised,3362,,"Land at Ardlawhill Wood, New Aberdour, Fraserburgh",Grampian,Scotland,Scotland,,387779,862308,Aberdeenshire Council,APP/2012/3495,,,,,,30/10/2012,17/04/2013,,,,,,,,,,,,,
C1141,3425,30/01/2014,Ventus Renewables Ltd,Lower Rumster wind turbine,Wind Onshore,,,1.00,,,,,,1.00,1,,,Revised,Revised,5454,,Land 700M North West Of Lower Rumster Lybster,Highland,Scotland,Scotland,,321250,936500,Highland Council,13/01201/FUL,13/00045/RBREF,,,,,02/04/2013,,28/10/2013,,,,,,,,,,,,
C1315,3426,10/07/2013,Sorbie Windfarm Ltd,Sorbie Farm wind cluster,Wind Onshore,,,7.50,,,,,,2.50,3,,,Planning Application Withdrawn,Application Withdrawn,,,Sorbie Farm Ardrossan Ayrshire KA22 7NP,Strathclyde,Scotland,Scotland,,224637,644638,North Ayrshire Council,13/00236/PP,,,,,,02/05/2013,25/06/2013,,,,,,,,,,,,,
C1630,3427,23/01/2017,Polar Energy (Finlarg) Ltd,Frawney Wind Farm ,Wind Onshore,,,4.00,,,,,,0.80,5,,,Revised,Revised,4541,2827,Frawney Wind Farm In Field 1020M North Of Over Finlarg Farm Over Finlarg Lumleyden,Tayside,Scotland,Scotland,,341650,742250,Angus Council,13/00532/EIAL,13/00028/NONDET,,,,,13/06/2013,,25/10/2013,,,,13/01/2014,13/01/2014,,,,,,,
C1657,3428,07/01/2015,Aggregate Industries UK,Torr Works,Wind Onshore,,,3.60,,,,,,0.90,4,,,Appeal Refused,Application Refused,,,Land adjacent Torr Works,Somerset,South West,England,,371222,145186,Mendip District Council,2013/1244,APP/Q3305/A/14/2227407,,,,,24/06/2013,,16/04/2014,04/11/2014,,25/01/2016,,,,,,,,,
C1658,3429,19/11/2018,Urban Wind,Moorhouse Farm,Wind Onshore,,,1.00,,,,,,0.50,2,,,Operational,Operational,,,Land North West Of Shepherds House Moorhouse Coldingham Scottish Borders,Borders,Scotland,Scotland,,384415,667894,Scottish Borders Council,13/00615/FUL,,,,,,18/06/2013,,,,,,,11/09/2014,,,,11/09/2017,15/08/2016,15/05/2018,
C1798,3430,23/07/2019,EDF Energy Renewables (formerly Partnerships for Renewables),Heathland Wind Farm,Wind Onshore,,,57.80,,,,,,3.40,17,,,Revised,Revised,7587,,"Heathland Plantation, near Forth in ",Strathclyde,Scotland,Scotland,,296479,656713,Scottish Government (S36),EC00003124,,,,,,16/02/2016,,,,,,,26/10/2018,,,,26/10/2023,,,
C2520,3431,01/12/2016,Ecotricity,Inch Moor Wind Farm,Wind Onshore,,,51.20,,,,,,3.20,16,127.00,,Planning Application Withdrawn,Application Withdrawn,,,"Land North, South And East Of 1 Kettleshiel Farm Cottages, Greenlaw",Borders,Scotland,Scotland,,371263,653521,Scottish Government (S36),EC00003183,,,,,,14/08/2015,24/11/2016,,,,,,,,,,,,,
EN00109,3432,23/10/2009,,Royd Moor,Wind Onshore,,,5.90,,,,,,0.45,13,,,Operational,Operational,,,"Royd Moor, Penistone",South Yorkshire,Yorkshire and Humber,England,,422000,404000,Barnsley Metropolitan Borough Council,,,,,,,,,,,,,,,,,,,,01/12/1993,
C1820,3433,18/03/2016,Greencoat UK Wind/Bay Wa .r.e/ SunGift,Stroupster Wind Farm - additional turbine,Wind Onshore,,,2.30,,,,,,2.30,1,,,Operational,Operational,,,"Stroupster, Caithness",Highland,Scotland,Scotland,,333969,965435,Highland Council,13/04144/FUL,,,,,,05/11/2013,,,,,,,20/01/2014,,,,,01/07/2014,15/10/2015,
C2122,3435,04/06/2020,Scottish and Southern Energy (SSE),Gordonbush (extension),Wind Onshore,,,47.00,,,,,,4.30,11,150.00,,Under Construction,Under Construction,,,near Brora in Sutherland.,Highland,Scotland,Scotland,,284604,912697,Scottish Government (S36),EC00003105,,,,,,01/06/2015,,,,,,,29/09/2017,,,,,01/05/2020,,
C2297,3436,05/06/2020,Wind Harvest,Hill Of Lychrobbie,Wind Onshore,,,2.40,,,,,,0.80,3,,,Appeal Granted,Awaiting Construction,,,Land At Hill Of Lychrobbie Dunbeath,Highland,Scotland,Scotland,,316974,932057,Highland Council,13/04194/FUL,PPA-270-2154,,,,,07/11/2013,,30/03/2016,23/06/2016,,,26/01/2017,26/01/2017,,,,16/04/2024,,,
C2320,3437,16/01/2017,Constantine Wind Energy,Little Belhus Restoration Site,Wind Onshore,,,1.00,,,,,,0.50,2,77.00,,Operational,Operational,,,"Land Between M25 And West Road, West Road, South Ockendon",Essex,Eastern,England,,558111,182855,Thurrock Council,13/01099/FUL,,,,,,15/11/2013,,,,,,,14/05/2015,,,,14/05/2018,04/07/2016,23/09/2016,
EN00297,3440,28/10/2010,Fred Olsen Renewables,Crystal Rig Wind Farm Phase 2a,Wind Onshore,,,138.00,,,,,,2.30,60,,,Operational,Operational,,,"Dundfar Common, Eastern Lammermuirs",Borders,Scotland,Scotland,,367000,667500,Scottish Government (S36),,,,,,,17/07/2007,,,,,,,30/07/2008,,,,,01/03/2010,25/10/2010,
EN00300,3441,09/06/2010,Savills ,Tullich Wind Farm,Wind Onshore,,,180.00,,,,,,3.00,60,,,Planning Application Withdrawn,Application Withdrawn,,,,Strathclyde,Scotland,Scotland,,185135,726960,Scottish Government (S36),,,,,,,,09/06/2010,,,,,,,,,,,,,
EN00323,3442,12/09/2011,,Langham Wind Farm,Wind Onshore,,,12.00,,,,,,2.00,6,,,Appeal Refused,Application Refused,,,Land between Anderby and Chapel St Leonards,Lincolnshire,East Midlands,England,,554000,375000,East Lindsey District Council,N/005/02812/06,APP/D2510/10/2130539,,,,,05/01/2007,,29/09/2011,,,29/09/2011,,,,,,,,,
EN00503,3443,06/12/2010,,Three Moors Wind Farm,Wind Onshore,,,22.00,,,,,,2.00,9,,,Appeal Refused,Application Refused,,,"Paul's Moor, Wester Bullarford, West Moor North of Knowstone South Molton EX364QH",Devon,South West,England,,279047,123555,North Devon District Council,45489,,,,,,06/11/2007,,04/09/2008,,,29/01/2009,,,,,,,,,
IF1119,3444,25/11/2013,Scottish and Southern Energy (SSE),Bu Wind Farm Repowering,Wind Onshore,,,2.60,,,,,,0.85,3,,,Abandoned,Abandoned,,,"Stronsay, Orkney, Islands, KW17",Orkney Islands,Scotland,Scotland,,362249,1021849,Orkney Islands Council,12/725/TPP,,,,,,06/11/2012,,,,,,,12/04/2013,,,,,,,
IF1128,3445,19/01/2014,Mitchell Farming Partnerships (3R Energy),Hazelside farm,Wind Onshore,,,2.40,,,,,,0.80,3,,,Revised,Revised,3633,,"Glespin, Lanark,",Strathclyde,Scotland,Scotland,,281162,630183,South Lanarkshire Council,CL/12/0493,,,,,,15/11/2012,31/05/2013,,,,,,,,,,,,,
IM0028,3446,24/02/2014,Moss Side Farm Ltd,Moss Side Farm,Wind Onshore,,,1.00,,,,,,0.10,1,,,Planning Permission Refused,Application Refused,,,"Moss Side Farm, Sandhaven, Fraserburgh",Grampian,Scotland,Scotland,AB43 7EY,395023,865722,Aberdeenshire Council,APP/2013/2454,,,,,,29/07/2013,,01/10/2013,,,,,,,,,,,,
N00059W,3447,12/09/2011,Scottish Power Renewables,Dounreay Windfarm,Wind Onshore,,,17.50,,,,,,,10,,,Appeal Refused,Application Refused,,,"Adjacent to Dounreay Nuclear Power Development Establishment, Borrowston Mains, Forss, Thurso, Caithness",Highland,Scotland,Scotland,,298725,966390,Highland Council,02/00166/FULCA,,,,,,25/04/2002,,19/09/2003,,,04/03/2005,,,,,,,,,
N00080W,3448,27/07/2010,AMEC/ Border Winds,Clachan Flats Wind Farm,Wind Onshore,,,15.00,,,,,,1.67,9,,,Operational,Operational,,,"North of the head of Loch Fyne 
Ardkinlas",Strathclyde,Scotland,Scotland,,217950,714520,Argyll and Bute Council,02/00/953/DET,,,,,,15/05/2002,,,,,,,08/07/2004,,,,,01/05/2006,01/12/2008,
N00094W,3449,05/12/2008,Ecotricity,Fen Farm,Wind Onshore,,,16.00,,,,,,0.80,20,,,Operational,Operational,,,"Fen Farm, Fen Lane, Conisholme, South Lincolnshire",Lincolnshire,East Midlands,England,,537585,393825,East Lindsey District Council,N/36/1046/03,,,,,,24/07/2003,,29/11/2004,,,,,,,,,,01/02/2007,17/04/2008,
N00111W,3450,04/06/2018,Gresham House,Darracott Moor,Wind Onshore,,,2.60,,,,,,0.85,3,,,Operational,Operational,,,"Torrington, Devon, EX38",Devon,South West,England,,223500,117500,North Devon District Council,1/1345/2002/24,APP-W1145-A-03-1119641,,,,,18/07/2002,,25/02/2003,,,,13/05/2004,13/05/2004,,,,,01/10/2006,06/05/2011,
S0009W1,3451,23/08/2004,Eurus Energy / Ecogen,Largie Wind Farm,Wind Onshore,,,14.90,,,,,,,,,,Planning Permission Refused,Application Refused,,,"Tangy Farm, Kilkenzie
Argyll and Bute",Strathclyde,Scotland,Scotland,,173000,639000,Argyll and Bute Council,94/00772/DET,,,,,,24/08/1994,,17/11/1998,,,,,,,,,,,,
N00389W,3453,04/02/2009,A7 Energy / Green Energy,Lochhead Farm,Wind Onshore,,,6.00,,,,,,2.00,3,,,Operational,Operational,,,"Land at Lochhead Farm
, Stonehouse",Strathclyde,Scotland,Scotland,,275500,646500,South Lanarkshire Council,HM/05/0147,,,,,,01/04/2005,,,,,,,01/05/2006,,,,,,01/07/2009,
EN00579,3454,01/03/2011,Banks Renewables,Moor House Wind Farm,Wind Onshore,,,25.00,,,,,,2.50,10,,,Revised,Revised,4642,,"Moor House Farm, East of Darlington",County Durham,North East,England,,431700,525000,Darlington Borough Council,09/00741/FUL,,,,,,10/10/2009,,12/11/2010,,,,,,,,,,,,
EN00518,3455,07/12/2010,Banks Development,Pontefract Wind Farm,Wind Onshore,,,12.00,,,,,,2.00,6,,,Appeal Refused,Application Refused,,,"Went Edge, South Pontefract",West Yorkshire,Yorkshire and Humber,England,,445500,421500,Wakefield Council,07/01338/FUL,09/00024/REF,,,,,03/05/2007,,01/02/2008,,,22/06/2010,,,,,,,,,
EN00092,3456,08/04/2010,Banks Group,Steadings Wind Farm,Wind Onshore,,,66.00,,,,,,2.00,21,,,Planning Permission Refused,Application Refused,,,"Steadings, nr Kirkwhelpington, Northumberland",Northumberland,North East,England,,399500,584500,DECC (S36),06/0075/CPC,,,,,,12/04/2006,,25/03/2010,,,,,,,,,,,,
N00251W,3457,28/10/2010,Scottish and Southern Energy (SSE),Toddleburn,Wind Onshore,,,27.60,,,,,,2.30,12,,,Operational,Operational,,,Oxton,Borders,Scotland,Scotland,,345050,653150,Scottish Borders Council,04/017744/FUL,,,,,,02/09/2004,,31/08/2005,,,,,,,,,,01/04/2010,12/10/2010,
N00543W,3458,06/04/2011,Crimp Power Ltd (West Coast Energy),Crimp Wind Farm,Wind Onshore,,,2.40,,,,,,0.80,3,,,Operational,Operational,,3400,"Morwenstow,  Kilkhampton, ",Cornwall,South West,England,,225180,115445,Cornwall Council,2004/02831,,,,,,13/12/2004,,06/04/2007,,,,02/04/2008,02/04/2008,,,,,01/08/2010,01/04/2011,
A0527,3462,04/04/2012,BT,Wingates Moor Wind Farm,Wind Onshore,,,6.00,,,,,,2.00,3,,,Planning Permission Refused,Application Refused,,,Wingates Moor Longframlington Morpeth Northumberland NE65 8RP,Northumberland,North East,England,,413034,597920,Northumberland County Council,11/00158/RENEIA,,,,,,17/03/2011,,22/03/2012,,,,,,,,,,,,
AA282,3463,24/10/2011,BT,Threapland Lees,Wind Onshore,,,12.00,,,,,,3.00,4,,,Planning Application Withdrawn,Application Withdrawn,,,"Bothel, Cumbria",Cumbria,North West,England,,316144,539113,Allerdale Borough Council,2/2009/0788,,,,,,30/10/2009,07/09/2010,,,,,,,,,,,,,
06011W5,3466,14/08/2010,Border Wind,Hedley Hope,Wind Onshore,,,2.40,,,,,,0.80,3,,,Operational,Operational,,,"High Hedley Farm, Tow Law, Bishop Auckland, County Durham",County Durham,North East,England,,415700,541000,Durham County Council,99/429,,,,,,07/06/1999,,,,,,,23/05/2001,,,,,,30/12/2001,
N00047W,3467,18/01/2012,Border Wind / Scottish and Southern (SSE),Tangy Wind Farm/Tangy 1,Wind Onshore,,,12.80,,,,,,0.85,15,,,Operational,Operational,,,"Kilkenzie
, Cambeltown",Strathclyde,Scotland,Scotland,,168500,628500,Argyll and Bute Council,94/0739/DET,,,,,,12/06/2001,,,,,,,15/02/2002,,,,,,26/12/2002,
A0349,3468,02/03/2012,British Telecom,Great Shelfin Farm,Wind Onshore,,,6.90,,,,,,2.30,3,,,Planning Application Withdrawn,Application Withdrawn,,,LAND AT GREAT SHELFIN FARM MULLACOTT CROSS ILFRACOMBE DEVON EX34 8ND,Devon,South West,England,,252221,144377,North Devon District Council,49825,,,,,,12/03/2010,24/01/2012,,,,,,,,,,,,,
N00151W,3470,23/11/2004,Community Power Ltd,Ton Marw Farm,Wind Onshore,,,7.30,,,,,,,,,,Planning Permission Refused,Application Refused,,,"Mynydd,
 Ton Marw Farm, Margam
, Port Talbot",West Glamorgan,Wales,Wales,,273670,190300,Neath Port Talbot Council,02/0538,,,,,,12/08/2002,,04/10/2002,,,,,,,,,,,,
B0578,3471,10/07/2013,Community Windpower,Claughton Moor ,Wind Onshore,,,23.00,,,,,,2.30,10,,,Planning Permission Refused,Application Refused,,3800,"Farleton, Old Road, Claughton, ",Lancashire,North West,England,,358326,463852,Lancaster City Council,13/00128/FUL,,,,,,06/02/2013,,25/06/2013,,,,,,,,,,,,
B0502,3472,30/01/2014,Community Windpower,Davidstow Wind Farm ,Wind Onshore,,,48.00,,,,,,3.00,16,,,Planning Application Withdrawn,Application Withdrawn,,2649,Davidstow Trewinnow Farm Trevivian Davidstow,Cornwall,South West,England,,214500,84500,Cornwall Council,PA13/03743,,,,,,19/08/2013,29/01/2014,,,,,,,,,,,,,
N00415W,3473,30/03/2011,Community Windpower,Leapmoor Forest,Wind Onshore,,,30.00,,,,,,3.00,10,,,Planning Application Withdrawn,Application Withdrawn,,,"Leapmoor Forest
Nr Inverkip
Inverclyde",Strathclyde,Scotland,Scotland,,221985,670030,Inverclyde Council,IC/2006/231/F,,,,,,01/07/2006,11/05/2009,,,,,,,,,,,,,
A0167,3474,10/06/2019,Community Windpower (Community Wind Power),Cowans Law,Wind Onshore,,,49.90,,,,,,2.00,25,,,Revised,Revised,3476,,"Hemphill Road, Moscow, Galston, ",Strathclyde,Scotland,Scotland,,249387,641441,East Ayrshire Council,08/0645/F,,,,,,28/07/2008,,24/06/2010,,,,,,,,,,,,
A0169,3475,10/06/2019,Community Windpower (Community Wind Power),Claughton Moor Community Wind Farm,Wind Onshore,,,49.90,,,,,,2.50,20,,,Revised,Revised,3800,,"Claughton,",Lancashire,North West,England,LA2 9PR,355355,464289,Lancaster City Council,09/01068/FUL,10/00022/REF,,,,,02/11/2009,,15/03/2010,,09/03/2011,,,,,,,,,,
AA064,3476,10/06/2019,Community Windpower (Community Wind Power),Cowans Law  ,Wind Onshore,,,49.90,,,,,,2.50,20,,,Planning Permission Refused,Application Refused,,3474,"Hemphill Road, Moscow, Galston, ",Strathclyde,Scotland,Scotland,,249387,641441,East Ayrshire Council,10/0345/PP,,,,,,16/04/2010,,04/11/2010,,,,,,,,,,,,
B0762,3477,03/08/2016,Community Windpower (Community Wind Power),Blackshaw Community Wind Farm,Wind Onshore,,,21.00,,,,,,3.50,6,125.00,,Appeal Refused,Application Refused,,,"Blackshaw Farm, West Kilbride, Strathclyde",North Ayrshire,Scotland,Scotland,KA23 9PG,222675,649140,North Ayrshire Council,15/00200/PPM,PPA-310-2022,,,,,16/04/2015,,11/11/2015,26/01/2016,,12/07/2016,,,,,,,,,
N00029W,3479,06/05/2009,Co-op,Coldham Hall,Wind Onshore,,,14.00,,,,,,1.75,8,,,Operational,Operational,,,"Coldham Hall
Nr the Coldham Estate
Cambridgeshire",Cambridgeshire,Eastern,England,,543324,302675,Fenland District Council,F/YR02/0143/F,,,,,,25/01/2002,,,,,,,26/10/2002,,,,,,01/08/2005,
B0483,3480,24/08/2012,Co-operative Energy,Whitemill Wind Farm,Wind Onshore,,,14.00,,,,,,2.00,7,,,Operational,Operational,,,"Coldham Estate, Coldham, Wisbech",Cambridgeshire,Eastern,England,PE14 0LX,545100,301570,Fenland District Council,F/YR07/1184/F,,,,,,02/11/2007,,,,,,,25/11/2008,,,,,,02/05/2012,
EN00639,3481,07/12/2009,Cornwall Light and Power,Cheverton Down,Wind Onshore,,,3.90,,,,,,1.30,3,,,Planning Permission Refused,Application Refused,,3107,"Cheverton Down, Shorwell, Isle of Wight",Isle of Wight,South East,England,,444500,84500,Isle of Wight Council,P/00021/09,,,,,,27/01/2009,,04/12/2009,,,,,,,,,,,,
07036W5,3482,08/10/2013,Coronation Power,Crook Hill (Rochdale MBC),Wind Onshore,,,14.00,,,,,,2.00,7,,,Revised,Revised,4659,,"Nr Watergrove Reservoir, Littleborough, ",Greater Manchester,North West,England,,393000,419300,Rochdale Borough Council,07/D48920,,,,,,20/03/2007,,,,,,,31/07/2009,,,,,,,
07041W5,3483,02/11/2011,Coronation Power,Todmorden Moor,Wind Onshore,,,15.00,,,,,,3.00,5,,,Revised,Revised,4419,,"Todmorden, ",West Yorkshire,Yorkshire and Humber,England,,389600,422700,Calderdale Metropolitan Borough Council,07/00349/WDF,,,,,,19/02/2007,,23/11/2007,,,12/10/2009,,,,,,,,,
B0019,3484,27/09/2012,Coronation Power,Truthan Barton Wind Farm,Wind Onshore,,,12.50,,,,,,2.25,5,,,Appeal Refused,Application Refused,,3485,"Truthan Barton, St Erme, Truro,",Cornwall,South West,England,TR4 9BB,183722,51211,Cornwall Council,PA11/03197,11/00188/REF,,,,,03/05/2011,,28/09/2011,,,23/08/2012,,,,,,,,,
B0176,3485,24/10/2011,Coronation Power,Truthan Barton Wind Farm,Wind Onshore,,,17.50,,,,,,2.50,7,,,Revised,Revised,3484,,"Truthan Barton, St Erme, Truro, ",Cornwall,South West,England,TR4 9BB,183722,51211,Cornwall Council,C1/EA30/0377/09/M,,,,,,10/03/2009,,20/01/2011,,,,,,,,,,,,
N00538W,3487,10/05/2016,CRE Energy/ Scottish Power,Green Knowes,Wind Onshore,,,27.00,,,,,,1.50,18,,,Operational,Operational,,,"Land at Green Knowes, by Glendevon",Tayside,Scotland,Scotland,,296850,707550,Perth and Kinross Council,04/01651/FUL,,,,,,04/08/2004,,15/06/2006,,,,13/06/2008,13/06/2008,,,,,14/06/2008,29/09/2008,
N00557W,3488,09/06/2010,CRE Energy/ Scottish Power,Green Knowes Extension ,Wind Onshore,,,31.50,,,,,,1.75,18,,,Revised,Revised,4810,,"Land At Green Knowes By
 Glendevon
, Dollar
, Clackmannanshire",Tayside,Scotland,Scotland,,296850,707550,Perth and Kinross Council,05/01061/FUL,,,,,,31/05/2005,,06/12/2005,,22/08/2006,,,,,,,,,,
N00055W,3489,20/05/2010,CRE Energy/ Scottish Power,Whitelee,Wind Onshore,,,322.00,,,,,,2.30,140,,,Operational,Operational,,,"Eaglesham Moor, Whitelee Forest,  Fenwick Moor, East Kilbride, South of Glasgow",Strathclyde,Scotland,Scotland,,256800,645435,Scottish Government (S36),2002/0001/EB,,,,,,23/01/2002,,,,,,,01/04/2006,,,,,01/12/2006,14/12/2007,
07022W4,3490,30/10/2011,Cumbria Wind Farms,Hilltop Wind Farm,Wind Onshore,,,8.80,,,,,,,,,,Planning Permission Refused,Application Refused,,,Hilltop Farm Brocklebank Westward Wigton Cumbria,Cumbria,North West,England,,329500,541500,Allerdale Borough Council,,,,,,,22/06/1999,,05/07/2000,,,,,,,,,,,,
07035W5,3491,13/07/2006,Cumbria Wind Farms,Great Orton,Wind Onshore,,,4.00,,,,,,0.66,6,,,Operational,Operational,,,"Near Carlisle
Cumbria",Cumbria,North West,England,,331000,553500,Allerdale Borough Council,,,,,,,26/02/1998,,,,,,,15/06/1999,,,,,,21/12/1999,
N00004W,3492,07/09/2009,Cumbria Wind Farms,Winscales Phase I and II,Wind Onshore,,,8.80,,,,,,0.80,11,,,Operational,Operational,,,"Winscales, Workington, Cumbria",Cumbria,North West,England,,303000,527000,Allerdale Borough Council,2/97/0902,,,,,,18/11/1997,,,,,,,07/06/1999,,,,,,01/12/2004,
07021W4,3493,23/06/2009,Cumbria Wind Farms (Wind Development UK),Fairfield Farm Wind Farm,Wind Onshore,,,5.90,,,,,,,10,,,Revised,Revised,3613,,"Fairfield Farm, Pica, Distington, near Workington",Cumbria,North West,England,,301500,521500,Copeland Borough Council,04/95/0559,,,,,,11/08/1995,,01/04/1996,,,24/01/1997,,,,,,,,,
06009W5,3494,10/12/2009,E.ON UK,Holmside Hall,Wind Onshore,,,2.80,,,,,,1.37,2,,,Operational,Operational,,,"Burnhope, Stanley, County Durham",County Durham,North East,England,,420800,550300,Durham County Council,2002/304,,,,,,31/03/2002,,,,,,,16/01/2003,,,,,,01/06/2004,
06010W5,3495,09/12/2009,E.ON UK,High Volts Wind Farm,Wind Onshore,,,5.50,,,,,,1.83,3,,,Operational,Operational,,,"Potters Farm, Elwick, Hartlepool, Cleveland",Cleveland,North East,England,,445200,533400,Hartlepool Borough Council,,,,,,,15/05/2001,,,,,,,27/03/2002,,,,,,01/12/2003,
06012W5,3496,08/05/2009,E.ON UK,Hare Hill,Wind Onshore,,,1.30,,,,,,1.30,1,,,Operational,Operational,,,"Harehill Farm, Haswell Plough, County Durham",County Durham,North East,England,,437735,540895,Durham County Council,,,,,,,11/02/2000,,,,,,,25/05/2000,,,,,,01/07/2004,
A0235,3497,07/04/2011,E.ON UK,Corriemoillie Forest,Wind Onshore,,,47.50,,,,,,2.50,19,,,Revised,Revised,4120,,"Gorston, Garve, Ross-shire. ",Highland,Scotland,Scotland,,232885,863033,Highland Council,09/00693/FULRC,,,,,,02/12/2009,05/10/2010,,,,,,,,,,,,,
