,user_screen_name,username,timestamp,text,sentiment,embedded_text,emojis,comments,likes,retweets,image_link,tweet_url
53,Climate Change Club,@Climate24877412,2022-01-18T23:52:26.000Z,"Climate Change Club
@Climate24877412
·
Jan 19",1,our voice on climate change will be louder when we act together ,,4,28,78,,https://twitter.com/Climate24877412/status/1483588120192991235
3491,Ayurella,@ayurellahm,2022-04-04T23:17:24.000Z,"Ayurella
@ayurellahm
·
Apr 5",1,teamed up with    to report how several iowa legislators are pushing ethanol over evs — and what that means in the fight to mitigate climate change who com in the race for electric cars biofuels hold iowans back des moines iowa — kerri johannsen was less than a week from giving birth to her second child when a derecho wielding winds up to  mph swept through iowa johannsens power went out for fo…   ,,1,5,8,['https://pbs.twimg.com/card_img/1548326819543166980/aP_SA-Yz?format=png&name=small'],https://twitter.com/ayurellahm/status/1511120781136310281
347,rosecity_outrage,@rosecityoutrage,2022-01-25T23:52:06.000Z,"rosecity_outrage
@rosecityoutrage
·
Jan 26",-1,if you think climate change is the number one problem in america you havent driven through a blue city ,,17,62,354,,https://twitter.com/rosecityoutrage/status/1486124752695484418
7799,Leila Mechoui,@leilamechoui,2022-07-09T23:45:19.000Z,"Leila Mechoui
@leilamechoui
·
Jul 10",0,replying to    and   wow very cool threw your biker jacket over your shoulder and everything definitely makes me confident about the usefulness of your travelling between  luxury locations to “discuss climate change”   ,,5,1,81,,https://twitter.com/leilamechoui/status/1545917042095755265
3832,The View,@TheView,2022-04-12T23:31:14.000Z,"The View
@TheView
·
Apr 13",1,"can we alter the course of climate change after decades of inaction ""the answer is absolutely ""    news chief meteorologist    tells  ""inaction is one of the worst things ""    views   ",,12,14,43,,https://twitter.com/TheView/status/1514023366507827204
5464,Ali Malito,@malito_ali,2022-05-19T22:55:36.000Z,"Ali Malito
@malito_ali
·
May 20",1,loved chatting with    about inflation climate change saving money and how its all connected quote tweet tanja hester   · may  i talked to   about high inflation and how it might spur us to rethink our choices and consume less  is making everyone spend more but it could be the driver to saving our money and the planet …   ,👇 👇,4,2,6,['https://pbs.twimg.com/profile_images/1440421481696010241/2ZNjNKfx_normal.jpg'],https://twitter.com/malito_ali/status/1527422748355706892
8090,Piepkuiken,@buzzzzzzr,2022-07-12T14:18:20.000Z,"Piepkuiken
@buzzzzzzr
·
Jul 12",-1,its not that citizens dont care about climate but that they have the common sense to know that destroying farms so the governments emission goals can be met in  instead of  will not change the planets climate   newsweek com a popular uprising against the elites has gone global | opinion there is a risk that climate policies will do to europe what marxism did to latin america ,,3,5,22,['https://pbs.twimg.com/card_img/1547617203251335171/jp6j31AC?format=jpg&name=small'],https://twitter.com/buzzzzzzr/status/1546861521979973632
3182,SterileCuck96,@JeffreyKrupa,2022-03-29T23:35:29.000Z,"SterileCuck96
@JeffreyKrupa
·
Mar 30",2,the solomon islands will be allowing the worlds largest polluter to use them as a naval forward staging post due to australias inaction on climate change ladies  gentlemen i give you our next prime minister ,,37,46,89,['https://pbs.twimg.com/media/FPDe6bDVUAY0OKr?format=jpg&name=small'],https://twitter.com/JeffreyKrupa/status/1508951007362834432
6514,Rachael Unsworth,@LeedsTours,2022-06-12T21:59:44.000Z,"Rachael Unsworth
@LeedsTours
·
Jun 12",0,planted up this veg bed at stalled development site wellington place on  may   with leeds city council climate change officer weeks later in mid june it looked like this ,,1,0,12,['https://pbs.twimg.com/media/FVFXXOxXwAM4YOB?format=jpg&name=small'],https://twitter.com/LeedsTours/status/1536106001421803522
7474,Lippy,@LOLJ919,2022-07-03T22:48:22.000Z,"Lippy
@LOLJ919
·
Jul 4",1,if you want free speech  womens rights  birth control  separation of church  state civil  lgbtq rights voting rights climate change action accurate history education health ins union rights  live in a blue state         ,,1,13,12,['https://pbs.twimg.com/media/FWxrZ5AUsAA50HW?format=png&name=small'],https://twitter.com/LOLJ919/status/1543728384479354881
4922,puru goyal,@purugyl,2022-05-07T21:56:54.000Z,"puru goyal
@purugyl
·
May 7",-1,if you want to solve climate change and do not mention how proof of work mining plays a crucial role in achieving your goals youre a charlatan who shouldnt be talking on the topic go get educated first ,,4,3,11,,https://twitter.com/purugyl/status/1523059325484249090
620,Dr. Holly Menninger,@DrHolly,2022-01-31T21:40:49.000Z,"Dr. Holly Menninger
@DrHolly
·
Jan 31",1,minnesota we need to talk about how climate change is affecting us and what we can do to fix it thanks for inspiring keynote    and issuing an urgent call to action (talking about it ) at the    awards alt  ,,0,8,20,['https://pbs.twimg.com/media/FKdiE12UcAA8Onn?format=jpg&name=small'],https://twitter.com/DrHolly/status/1488266042254233601
5163,Inside Climate News,@insideclimate,2022-05-12T22:30:00.000Z,"Inside Climate News
@insideclimate
·
May 13",1,electricity prices are rising in much of the country at the same time that climate change is contributing to extreme heat and a high chance of blackouts this summer insideclimatenews org coming this summer spiking electricity bills plus blackouts  inside climate news electricity prices are rising in much of the country at the same time that climate change is contributing to extreme heat and a high chance of blackouts this summer for consumers the result is an ,,0,4,5,['https://pbs.twimg.com/card_img/1549732043172597761/c-q0WcDo?format=jpg&name=small'],https://twitter.com/insideclimate/status/1524879592728645634
1162,Tanya Plibersek,@tanya_plibersek,2022-02-13T22:45:39.000Z,"Tanya Plibersek
@tanya_plibersek
·
Feb 13",1, sitting days left of parliament  will the liberals do anything to pursue a national anti corruption commission action on climate change or ease the cost of living doubt it  ,,204,395,2895,,https://twitter.com/tanya_plibersek/status/1492993397422182401
8698,Francis Lam,@Francis_Lam,2022-07-16T12:56:57.000Z,"Francis Lam
@Francis_Lam
·
Jul 16",0,the senate rules very awesome that a single guy gets to tell the whole world to suck it up and eat the results of climate change because coal makes him rich perfect system / no notes ,,11,131,889,,https://twitter.com/Francis_Lam/status/1548290589342347265
3506,Ronni Salt,@RonniSalt,2022-04-05T23:49:35.000Z,"Ronni Salt
@RonniSalt
·
Apr 6",0,replying to    and    seconds in  these independents all want action on climate change and theyre all targeting sitting liberal mps and yet peta is struggling to work out why that might be the connecting of the dots is not strong here ,,18,126,786,,https://twitter.com/RonniSalt/status/1511491268291227649
1863,The Seattle Times,@seattletimes,2022-02-28T23:46:10.000Z,"The Seattle Times
@seattletimes
·
Mar 1",1,climate change is becoming irreversible and the world including washington state is not doing enough to stop it according to a sobering new report from united nations intergovernmental panel on climate change seattletimes com world including wa not adapting fast enough to climate change u n report warns climate change is becoming irreversible and the world including washington state is not doing enough to stop it according to a u n report published monday ,,39,16,38,['https://pbs.twimg.com/card_img/1548669826650247169/WOWrxhla?format=jpg&name=small'],https://twitter.com/seattletimes/status/1498444445599084546
274,GO GREEN,@ECOWARRIORSS,2022-01-23T19:58:56.000Z,"GO GREEN
@ECOWARRIORSS
·
Jan 23",1,even as temps break all records from a sizzling  in australia to incredible  c  in cape town s africa  after covid world govt are ignoring climate change and instead encouraging more air travel airport expansions road construction even in the heart of alaska wilderness   ,,12,104,254,,https://twitter.com/ECOWARRIORSS/status/1485341299804983303
5687,Nori,@nori,2022-05-24T23:19:31.000Z,"Nori
@nori
·
May 25",2,with   s nori integration users can pair their nfts with carbon removals to make them carbon negative  raribles    joins ross  on reversing climate change to discuss nori  raribles partnership + the future of nfts promocards byspotify com se will nfts go carbon negative —w/ alexander salnikov cofounder of rarible check this out listen now on  ,🌱 👇,19,14,59,['https://pbs.twimg.com/card_img/1549744103080226816/1T7UFEsR?format=jpg&name=small'],https://twitter.com/nori/status/1529240707143041024
3526,Cara Mia,@CaraMia200,2022-04-05T22:26:58.000Z,"Cara Mia
@CaraMia200
·
Apr 6",2,‘clear messagelabor promises to bid to host global climate change summit if electd  laggard past  wretchd  theage com au ‘clear messagelabor promises to bid to host global climate change summit if elected as part of its climate change commitment a labor government would seek to co host a united nations cop meeting with pacific island nations ,,0,6,8,['https://pbs.twimg.com/card_img/1547500000799866880/KUzluAVP?format=jpg&name=small'],https://twitter.com/CaraMia200/status/1511470478908559360
4690,sar #Atheist #EqualityAct,@sar_oso,2022-05-01T22:47:21.000Z,"sar #Atheist #EqualityAct
@sar_oso
·
May 2",0,replying to   i say  because climate change  fascism are working together to take out humans i used to think humans had  years but now i give it  unless all poor people work together to demolish the rich now but those rich guys have done a great job of turning us against each other ,,0,2,7,,https://twitter.com/sar_oso/status/1520897692108427264
8029,mark pg,@mark16pg,2022-07-12T01:00:17.000Z,"mark pg
@mark16pg
·
Jul 12",1,wef stated in   we will make sri lanka wealthy by  with the green new deal how is that turning out this crazy climate change govt lunatics just voted in australia will turn us the same way in one term ,,3,27,67,,https://twitter.com/mark16pg/status/1546660685253591040
4569,Maldives Mission NY,@MVPMNY,2022-04-28T22:04:01.000Z,"Maldives Mission NY
@MVPMNY
·
Apr 29",1, participated in the roundtable on urban resilience in sids organised by     noted the need for increasing adaptation financing for sids to address disaster risk reduction increase urban resilience  address the risks from climate change  ,,0,2,6,,https://twitter.com/MVPMNY/status/1519799621958176778
3042,Devi Lacroix,@DeviLacroix,2022-03-26T22:17:38.000Z,"Devi Lacroix
@DeviLacroix
·
Mar 26",0,the batman does a good job capturing the spirit of the character that hes just a fucked up little guy  also its a cautionary tale about the inability of isolated individual effort to arrest climate change however well meaning and that only through collective effort and a   ,,1,2,19,,https://twitter.com/DeviLacroix/status/1507844249915514888
1981,Duane Bratt,@DuaneBratt,2022-03-03T22:59:24.000Z,"Duane Bratt
@DuaneBratt
·
Mar 3",1,poilievre wants to fight another election on the carbon tax fine what is his climate change plan besides the perennial lng exports quote tweet pierre poilievre   · mar  as prime minister i will scrap the carbon tax so you can afford gas groceries and heat sign here if you agree …   ,,179,50,250,"['https://pbs.twimg.com/profile_images/1514638114538475523/JrvV-Wnr_normal.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1499441774103711754/img/Cm1N4S8_ye1pLtXz.jpg']",https://twitter.com/DuaneBratt/status/1499519839332757504
5436,Emma Svoboda,@svoboda_emma,2022-05-19T22:11:50.000Z,"Emma Svoboda
@svoboda_emma
·
May 20",0,thrilled to have my first *print* academic publication out in    i look at the sacchi case where the crc reasoned that states have international human rights law jurisdiction (=obligations) over climate change harms no matter where in the world the petitioner lives / quote tweet harvard law review   · may  sacchi v argentina may be a breakthrough in efforts to bring climate change cases under  law but is expanding extraterritorial jurisdiction always a good thing this comment argues no examining potential adverse effects of the crcs test …   ,🌏 ➡,7,20,140,['https://pbs.twimg.com/profile_images/796542044294496260/y8tuE3nt_normal.jpg'],https://twitter.com/svoboda_emma/status/1527411735832973313
259,Antonio Vieira Santos #FutureOfWork,@AkwyZ,2022-01-22T23:09:51.000Z,"Antonio Vieira Santos #FutureOfWork
@AkwyZ
·
Jan 23",1,how “mechanical trees” could solve a huge climate change problem  inkl com how “mechanical trees” could solve a huge climate change problem one ‘mechanical treeis about  times faster at removing carbon dioxide from air than a natural tree the first…   ,🟣,5,11,11,,https://twitter.com/AkwyZ/status/1485026954613080067
7712,Come_on_man,@TruthdriverOn,2022-07-08T22:35:58.000Z,"Come_on_man
@TruthdriverOn
·
Jul 9",-1,foot in mouth disease in bali labor have prepared nothing to save the animals in australia albo sees this as a way to destroy the huge numbers of cattle and sheep for his climate change nonsense albo and his labor hacks are dumb and dangerous       ,,11,61,143,['https://pbs.twimg.com/media/FXLZ4SyaIAAFO5h?format=jpg&name=small'],https://twitter.com/TruthdriverOn/status/1545537204541607937
1514,The Globe and Mail,@globeandmail,2022-02-20T19:55:33.000Z,"The Globe and Mail
@globeandmail
·
Feb 20",2,climate change is shortening the already short list of winter games venues theglobeandmail com climate change is shortening the already short list of winter games venues among cities where the olympics have been held only nine would be ‘reliablehosts for winter sports by midcentury – and thats if paris agreement emissions targets are met   ,,17,4,16,,https://twitter.com/globeandmail/status/1495487309067669506
3361,Tom Nelson,@tan123,2022-04-01T22:01:17.000Z,"Tom Nelson
@tan123
·
Apr 2",2,"thanks heroic (totally not idiotic) bad weather preventers ""dozens of climate change protesters arrested after  oil terminals blocked protesters were glued on to roads suspended on bamboo tripods and locked on to oil drums  each other"" bridportnews co uk dozens of climate change protesters arrested after  oil terminals blocked three of at least five police forces involved in tackling the demonstrations have released arrest figures ",,2,8,9,,https://twitter.com/tan123/status/1510014464535547915
1301,LXXXIX,@LXXXIX1,2022-02-16T23:33:02.000Z,"LXXXIX
@LXXXIX1
·
Feb 17",-1,climate change has nothing to do with saving the planet its a business model to compete with the oil industry if it were about saving the planet there would be solar panels on every roof top electricity would be cheaper   ,🏴,3,5,16,,https://twitter.com/LXXXIX1/status/1494092486435819520
8397,My Generation Campaign,@MyGenerationSC,2022-07-14T21:15:18.000Z,"My Generation Campaign
@MyGenerationSC
·
Jul 14",1,big news san luis obispo clocks in at  on the list of cities  counties across ca that have committed to construction of healthy clean all electric new homes  businesses combating  means getting air pollution out of buildings too sierraclub org californias cities lead the way on pollution free homes and buildings cities and counties in california serve as the north star as the state navigates a transition from gas to clean energy buildings motivated by the climate crisis worsening air pollution escalating  ,🔔,0,7,9,['https://pbs.twimg.com/card_img/1549248189106208770/Iiu5qiaz?format=jpg&name=small'],https://twitter.com/MyGenerationSC/status/1547691230691176450
1750,misanthropic humanitarian,@mindymayhem,2022-02-25T21:19:45.000Z,"misanthropic humanitarian
@mindymayhem
·
Feb 25",1,replying to    and   not really but mostly because there simply is no hope for the human race anyway climate change is unstoppable at this point ,,2,0,11,,https://twitter.com/mindymayhem/status/1497320434290675713
7369,Morning Report,@NZMorningReport,2022-06-30T23:22:26.000Z,"Morning Report
@NZMorningReport
·
Jul 1",1,"""its disastrous the white house describing it as a devastating decision that will take the country backwards"" the supreme court has dealt a blow in the battle to fight climate change in the us making it near impossible for biden to achieve the targets rnz co nz ruling makes it near impossible to reach us climate targets the supreme court has dealt a blow in the battle to fight climate change in the us a new ruling makes it almost impossible for president biden to achieve the targets hes set rnz correspondent kate ",,5,4,9,['https://pbs.twimg.com/card_img/1547779963088142336/Qi8bIpgE?format=jpg&name=small'],https://twitter.com/NZMorningReport/status/1542649793461223424
3981,The Nation,@thenation,2022-04-15T23:30:00.000Z,"The Nation
@thenation
·
Apr 16",0,insurance companies hold  trillion in assets— trillion by us insurance companies alone—to cover anticipated losses that will only grow if climate change is not checked thenation com blue state activists are working to decarbonize trillions and they dont need joe manchins permission ,,1,7,6,['https://pbs.twimg.com/card_img/1548058534264246274/FmkI3hN1?format=jpg&name=small'],https://twitter.com/thenation/status/1515110222074978309
4818,Mundus Official,@mundusofficial,2022-05-05T22:03:31.000Z,"Mundus Official
@mundusofficial
·
May 6",1,climate change is taking away our beautiful earth climate change affects our ecosystems floods heavy rainfall intense landslides and many more as climate change worsens dangerous weather events are becoming more frequent in addition many lives would suffer ,,1,4,11,"['https://pbs.twimg.com/media/FSBsA4uakAED6-X?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FSBsA4vacAAbWfM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FSBsA5qaQAESaPM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FSBsBPCakAAhDBS?format=jpg&name=360x360']",https://twitter.com/mundusofficial/status/1522336215118524416
5424,modern milksop,@alopex_ii,2022-05-18T22:29:20.000Z,"modern milksop
@alopex_ii
·
May 19",1,on planet reality climate change is not a few decades from unleashing a wave of internally displaced migrants upon chicago whether our infrastructure is ready for them or not  ,,1,0,9,,https://twitter.com/alopex_ii/status/1527053750317330437
6014,Tom Bateman,@ThomasSBateman,2022-05-31T21:58:41.000Z,"Tom Bateman
@ThomasSBateman
·
May 31",0,replying to   agree completely heres a relevant piece about sustaining motivation over time the example is climate change and climate action but the points pertain to other long term problems and pursuits   newsweek com psychological strategies for the long haul of climate action | opinion we need quantum leaps in urgency and agency ,,0,8,27,['https://pbs.twimg.com/card_img/1548107256461266945/ghm-lvqE?format=jpg&name=small'],https://twitter.com/ThomasSBateman/status/1531757082252398592
285,Jerr,@jerr_rrej,2022-01-23T23:34:29.000Z,"Jerr
@jerr_rrej
·
Jan 24",0,“lgbtq ally” “black lives matter” “mental health awareness” “climate change” “liberal” “spiritual”   ,,5,5,22,,https://twitter.com/jerr_rrej/status/1485395543413166081
3160,RRI - Rights and Resources Initiative,@RightsResources,2022-03-28T21:00:54.000Z,"RRI - Rights and Resources Initiative
@RightsResources
·
Mar 28",1, come work with us passionate about indigenous and community land rights supporting women and combatting climate change have a background in mission driven nonprofit organizations rri is seeking an associate for the africa program ,📢,0,5,7,['https://pbs.twimg.com/media/FO9x-P-XsAAEZN1?format=jpg&name=small'],https://twitter.com/RightsResources/status/1508549716706947074
4431,New York Times Opinion,@nytopinion,2022-04-25T23:00:39.000Z,"New York Times Opinion
@nytopinion
·
Apr 26",1,according to the yale program on climate change communication % of americans believe the planet is warming % support research into renewable energy and % believe that children should be taught about climate change in school writes    nytimes com opinion | the second coming of the lord god bird new life is everywhere renewing itself among us reminding us not to give up ,,2,6,9,['https://pbs.twimg.com/card_img/1549011646517071873/Xve696WI?format=jpg&name=small'],https://twitter.com/nytopinion/status/1518726711629815813
7829,David Robertson,@theweeflea,2022-07-10T21:54:56.000Z,"David Robertson
@theweeflea
·
Jul 10",2,abc uncritically reporting the government minister refusing to respond to chinese government demands along with uncritically reporting irrational climate change claims whatever happened to journalism ,,2,4,8,,https://twitter.com/theweeflea/status/1546251651744337920
6593,Beat Fighter,@Meatfighterr,2022-06-14T22:17:37.000Z,"Beat Fighter
@Meatfighterr
·
Jun 15",0,niggas just gotta get a skin care routine moisturize wash your ass get a haircut and get some clothes  grow a beard and if you cant get a fake one fuck it they got lacefront beards now climate change fuckin the planet up who cares quote tweet benny from the block (suburbs)   · jun  being a man is hard no wigs no make up no lashes no filters if you ugly you just ugly… and if you broke its worse  show this thread   ,🥹 😂 😂 😂 😂 😂 😂,1,8,21,['https://pbs.twimg.com/profile_images/1543803822862123011/2FoGM_An_normal.jpg'],https://twitter.com/Meatfighterr/status/1536835274553950208
7501,Doctors for the Environment Australia,@DocsEnvAus,2022-07-03T22:26:03.000Z,"Doctors for the Environment Australia
@DocsEnvAus
·
Jul 4",1,"""theres no question that we have to respond to the emergencies in front of us fires and floods have all challenged us we must address an underlying driver here  climate change  and act urgently ~ prof brett sutton    see him at     ",,1,7,15,"['https://pbs.twimg.com/media/FWxnrXgXEAAgn-0?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FWxnrXfXkAEjI-H?format=jpg&name=360x360']",https://twitter.com/DocsEnvAus/status/1543722769728282627
6834,Brooke Osborne (she/her),@brookebosborne,2022-06-19T21:48:24.000Z,"Brooke Osborne (she/her)
@brookebosborne
·
Jun 19",2,what a joy writing this    viewpoint with such an amazing team of experts in it we share key challenges  opportunities for better understanding the consequences of climate change for dryland biogeochemistry  … (based on oos for     )   ,,6,49,182,['https://pbs.twimg.com/media/FVpXkTmXEAA4MF6?format=jpg&name=small'],https://twitter.com/brookebosborne/status/1538639861736931329
3977,Peter Hannam,@p_hannam,2022-04-15T23:20:01.000Z,"Peter Hannam
@p_hannam
·
Apr 16",1,replying to    and   its a commendable stance but just wondering whether you considered applying other ‘acid tests…such as having a platform on climate change that is serious about greenhouse gas emissions arguably thats going to count more in the long term …     ,,4,19,176,,https://twitter.com/p_hannam/status/1515107707443122177
1627,Raquel Pérez Benasco,@raquelbenascop,2022-02-23T22:58:03.000Z,"Raquel Pérez Benasco
@raquelbenascop
·
Feb 23",1,representing spain in the european school for female leadership in the digital age     discussing about tech policies climate change and gender with so many amazing and inspiring people cant wait for whats next to come    ,💜,5,9,32,['https://pbs.twimg.com/media/FMUQUg7XoAgPBeE?format=jpg&name=small'],https://twitter.com/raquelbenascop/status/1496620398808608768
3399,Dáithí K,@tvcritics,2022-04-02T22:44:54.000Z,"Dáithí K
@tvcritics
·
Apr 3",0,i see david quinn is the all round expert on everything from womens bodies to same sex marriage to climate change to transgender issues to wars  irish neutrality now for the  eh ⁩   ,,2,3,13,,https://twitter.com/tvcritics/status/1510387829079265285
1364,gale *Never Take Democracy For Granted*,@madcitygal5,2022-02-17T23:52:19.000Z,"gale *Never Take Democracy For Granted*
@madcitygal5
·
Feb 18",1,replying to    and   start by electing new senators ones that believe in science and climate change in other words democrats ,🌊 🌊 🌊,1,6,41,,https://twitter.com/madcitygal5/status/1494459729535541248
4324,Stacy in SF,@StacyinSF,2022-04-23T23:18:20.000Z,"Stacy in SF
@StacyinSF
·
Apr 24",0,replying to      and   s/hes transitioning for climate change   ,,1,1,178,,https://twitter.com/StacyinSF/status/1518006386835132416
1551,World Federation of Science Journalists,@WFSJ,2022-02-21T23:00:01.000Z,"World Federation of Science Journalists
@WFSJ
·
Feb 22",0,    climate change media mentorship applications now open (  ) climatetracker org climate change media mentorship applications now open (global)  climatetracker climate change media mentorship now accepting pitches from around the world apply today for this publishing training networking combo ,,0,8,6,['https://pbs.twimg.com/card_img/1549233743197605891/i27L5Kvt?format=jpg&name=small'],https://twitter.com/WFSJ/status/1495896116797353989
8065,Wilson,@judahyadah,2022-07-12T03:32:59.000Z,"Wilson
@judahyadah
·
Jul 12",1,good morning farmers around the world climate change is a threat to us due to its impact on rainfall seasons as farmers we can mitigate it by planting trees around our farms as a small step in time this can make a difference     ,,0,2,5,,https://twitter.com/judahyadah/status/1546699115093958657
7447,E Zeiger,@e_zeiger,2022-07-02T23:58:37.000Z,"E Zeiger
@e_zeiger
·
Jul 3",-1,replying to   you might be the right person to ask  years ago england was  degrees celsius warmer than it is now how does that fit into the current climate change models its a simple and honest q but i have never gotten a coherent answer ,,13,1,39,,https://twitter.com/e_zeiger/status/1543383674992750592
8515,Amir AghaKouchak,@AmirAghaKouchak,2022-07-15T16:16:57.000Z,"Amir AghaKouchak
@AmirAghaKouchak
·
Jul 15",1, years of   environmental mismanagement in  sec lake  in iran where anthropogenic drought has led to  is governed by  interactions bwt water variability human decisions  climate change …   views   ,,4,60,117,,https://twitter.com/AmirAghaKouchak/status/1547978533435084800
7867,Sam Gatige Gathari-Influencer #PlantMoreTrees,@GathariSam,2022-07-11T15:24:01.000Z,"Sam Gatige Gathari-Influencer #PlantMoreTrees
@GathariSam
·
Jul 11",1, many iconic   have been pushed close to extinction due to various non climate stressors like poaching illegal hunting etc in recent years has emerged as silent threat to  as global heat escalates ,🌲 🐘 🦓 🦏 🌈,2,36,63,"['https://pbs.twimg.com/media/FXZSaknWQAEr1an?format=jpg&name=small', 'https://pbs.twimg.com/media/FXZTcLFWYAIY9rU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXZTxoRXkAAhsKO?format=jpg&name=360x360']",https://twitter.com/GathariSam/status/1546515662306246656
2961,Rebecca Tiffany,@rebeccajtiffany,2022-03-24T21:36:42.000Z,"Rebecca Tiffany
@rebeccajtiffany
·
Mar 24",0,probably one of the most impactful things that bike/ped/yimby/climate change/visionzero advocates could do right now is develop relationships w advocates in adjacent causes a lot of good people fighting for related issues dont know us or think were fighting against their goals  ,,0,1,21,,https://twitter.com/rebeccajtiffany/status/1507109175272382467
2268,𝙑𝙚𝙧𝙪𝙢 𝘽𝙚𝙡𝙡𝙖𝙩𝙤𝙧,@VerumBellator1,2022-03-09T22:36:03.000Z,"𝙑𝙚𝙧𝙪𝙢 𝘽𝙚𝙡𝙡𝙖𝙩𝙤𝙧
@VerumBellator1
·
Mar 9",0,if you guessed cause of death was climate change gtfoh   ,🐑 🤡,0,7,24,['https://pbs.twimg.com/media/FNcRi2UakAEINKH?format=jpg&name=900x900'],https://twitter.com/VerumBellator1/status/1501688293909753856
692,Prof. Katharine Hayhoe,@KHayhoe,2022-02-02T23:07:31.000Z,"Prof. Katharine Hayhoe
@KHayhoe
·
Feb 3",2,this    op ed is ideological solution aversion fearmongering at its best which is why im not linking directly to it this thread explains why lockdowns have little to no lasting impact on climate change quote tweet prof katharine hayhoe   · apr  as the economic slow down due to the coronavirus pandemic shutters industry air pollution and carbon emissions are dropping a lot of people have asked what this means for carbon emissions and climate change here is a short explainer (thread) show this thread   ,,5,23,69,"['https://pbs.twimg.com/media/FKoJEOzXIAIlcWS?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/469196476350881796/r7oLA2OF_normal.jpeg']",https://twitter.com/KHayhoe/status/1489012635693629444
8984,RS Archer,@archer_rs,2022-07-18T05:42:09.000Z,"RS Archer
@archer_rs
·
Jul 18",1,the shocking reality of human driven climate change what a legacy we are leaving our children quote tweet will norman   · jul  people keep telling me that because the uk had a heatwave in  climate change is overhyped so heres the global heat anomaly maps from june  and june  ,,5,46,133,"['https://pbs.twimg.com/profile_images/1481202098662518786/xKOxCooH_normal.jpg', 'https://pbs.twimg.com/media/FX2LiBGWIAEwRod?format=jpg&name=900x900']",https://twitter.com/archer_rs/status/1548905948105809922
5756,Dragon Heart,@ObservationsG,2022-05-26T23:15:09.000Z,"Dragon Heart
@ObservationsG
·
May 27",1,i wish people would wake up and understand that its the climate change investors and the stupid virtue signalling simpletons that keep our power prices high we invest and subsidise useless expensive renewable power so we feel good about ourselves  whilst the world laughs at us  ,,0,8,18,,https://twitter.com/ObservationsG/status/1529964387188232192
202,Green Central Banking,@greenCB,2022-01-21T22:01:24.000Z,"Green Central Banking
@greenCB
·
Jan 21",2,the bank of japan has made the first auction in a new green loans scheme for financial institutions supporting action to address climate change greencentralbanking com boj green loans scheme gets underway  green central banking the bank of japan has made the first auction in a new green loans scheme for financial institutions supporting action to address climate change ,,1,9,10,['https://pbs.twimg.com/card_img/1548457543118204928/0-_l_q19?format=jpg&name=small'],https://twitter.com/greenCB/status/1484647340485103616
3891,Gerald Kutney - a friend of #ClimateBrawl,@GeraldKutney,2022-04-13T22:50:19.000Z,"Gerald Kutney - a friend of #ClimateBrawl
@GeraldKutney
·
Apr 14",0,replying to      and   nobody cares what your opinion is about the science of climate change as you have no credibility ,🌎 🌍 🌏,4,4,18,,https://twitter.com/GeraldKutney/status/1514375459299069952
1521,Inside Climate News,@insideclimate,2022-02-20T23:30:00.000Z,"Inside Climate News
@insideclimate
·
Feb 21",2,the    is looking into how it might change the rules of electricity grid planning and how costs of adding new transmission capacity are allocated theres a lot at stake for the countrys economy and response to climate change insideclimatenews org new faces on a vital national commission could help speed a clean energy transition  inside only a few years ago the federal agency that regulates the transmission of electricity gas and other energy matters was looking into ways to prop up coal in line with former president donald ,,0,4,8,['https://pbs.twimg.com/card_img/1549646360806191104/1op9HkhL?format=jpg&name=small'],https://twitter.com/insideclimate/status/1495541274342043648
893,Bulletin of the Atomic Scientists,@BulletinAtomic,2022-02-06T22:00:08.000Z,"Bulletin of the Atomic Scientists
@BulletinAtomic
·
Feb 6",2,sign up for our newsletter we wont sell or share your information and youll receive a direct line to the best thinking on nuclear risk climate change and disruptive technologies thebulletin org receive email updates  bulletin of the atomic scientists the bulletins content is both influential and understandable an authoritative guide that confronts man made threats to our existence ,,0,4,10,['https://pbs.twimg.com/card_img/1548701821442686977/JIU86gvd?format=jpg&name=900x900'],https://twitter.com/BulletinAtomic/status/1490445229815697414
6569,Pacific Climate Justice,@greenpeacepcj,2022-06-13T22:57:22.000Z,"Pacific Climate Justice
@greenpeacepcj
·
Jun 14",1,climate change is already taking away our hard won development gains and increasingly interferes with the enjoyment of our fundamental human rights one storm one drought one flood and one king tide at a time newsweek com addressing climate change is safeguarding human rights | opinion now is the moment for the international community to stand in solidarity and decisively act to protect the human rights of people in all nations rich and poor north and south who are suffering the ,,0,4,5,['https://pbs.twimg.com/card_img/1549130332720480256/iALUNb1j?format=jpg&name=small'],https://twitter.com/greenpeacepcj/status/1536482890795851778
